링크ID,시작노드ID,종료노드ID,시작노드명,종료노드명,도로명,지도거리,표준링크수,기본도로여부,권역코드,권역코드명,소통등급구분코드,소통등급구분코드명,소통제공여부
1230024100,1230041300,1230038600,잠실3사거리,잠실3삼거리,잠실로,185.0,1,Y,123,송파구,20,시내,Y
1230024300,1230041500,1230038700,방이삼거리,방이사거리,오금로,407.0,2,Y,123,송파구,20,시내,Y
1230024400,1230038700,1230041500,방이사거리,방이삼거리,오금로,407.0,2,Y,123,송파구,20,시내,Y
1230024500,1230041200,1230039000,종합운동장,서울종합운동장,올림픽로,695.0,3,Y,123,송파구,20,시내,Y
1230024600,1230039000,1230041200,서울종합운동장,종합운동장,올림픽로,695.0,3,Y,123,송파구,20,시내,Y
1230024700,1230008300,1230036000,방이초교,백제고분군,가락로,844.0,3,Y,123,송파구,20,시내,Y
2270208300,2270087800,2270087200,위례중앙로하남시계,위례1지하차도(동측),위례중앙로,121.0,,Y,123,송파구,20,시내,Y
1230229600,2270087200,1230115300,위례1지하차도(동측),위례1지하차도,위례중앙로,544.0,1,Y,123,송파구,20,시내,Y
1230224000,1230115300,1230114700,위례1지하차도,위례1지하차도(서측),위례중앙로,137.0,1,Y,123,송파구,20,시내,Y
1230223100,1230114700,1230114500,위례1지하차도(서측),위례24단지,위례중앙로,94.0,1,Y,123,송파구,20,시내,Y
1230221700,1230114500,2040079500,위례24단지,위례중앙지하차도(동측),위례중앙로,103.0,1,Y,123,송파구,20,시내,Y
1100050300,1100022500,1100019500,초안교,한성빌라,우이천로,578.0,1,Y,110,노원구,20,시내,Y
1090017200,1090001500,1090007200,숭미파출소,쌍문초교,우이천로,323.0,1,Y,109,도봉구,20,시내,Y
1100048300,1100019500,1100019000,한성빌라,신창중교,우이천로,114.0,1,Y,110,노원구,20,시내,Y
1090017600,1090007200,1090007400,쌍문초교,덕성여대기숙사,우이천로,117.0,1,Y,109,도봉구,20,시내,Y
1090021000,1090007400,1090011400,덕성여대기숙사,삼산교회,우이천로,1100.0,2,Y,109,도봉구,20,시내,Y
1230024900,1230041300,1230040500,잠실3사거리,잠실새내역,올림픽로,619.0,1,Y,123,송파구,20,시내,Y
1230025000,1230040500,1230041300,잠실새내역,잠실3사거리,올림픽로,621.0,1,Y,123,송파구,20,시내,Y
1230025100,1230041200,1230040500,종합운동장,잠실새내역,올림픽로,641.0,4,Y,123,송파구,20,시내,Y
1230025200,1230040500,1230041200,잠실새내역,종합운동장,올림픽로,642.0,2,Y,123,송파구,20,시내,Y
1230025300,1230047100,1230034700,서하남IC입구,오륜사거리,동남로,1169.0,5,Y,123,송파구,20,시내,Y
1230025700,1230001800,1230041300,잠실역,잠실3사거리,올림픽로,686.0,2,Y,123,송파구,20,시내,Y
1230025800,1230041300,1230001800,잠실3사거리,잠실역,올림픽로,689.0,2,Y,123,송파구,20,시내,Y
1230025900,1230043200,1230001700,KT송파지사,석촌호수(롯데월드),잠실로,572.0,3,Y,123,송파구,20,시내,Y
1230026000,1230001700,1230043200,석촌호수(롯데월드),KT송파지사,잠실로,572.0,3,Y,123,송파구,20,시내,Y
1230026100,1230008200,1230040800,올림픽공원남2문,올림픽공원,위례성대로,486.0,2,Y,123,송파구,20,시내,Y
1230026300,1230043200,1230041500,KT송파지사,방이삼거리,오금로,207.0,1,Y,123,송파구,20,시내,Y
1230026400,1230041500,1230043200,방이삼거리,KT송파지사,오금로,207.0,1,Y,123,송파구,20,시내,Y
1230026500,1230044300,1230039000,종합운동장삼거리,서울종합운동장,탄천동로,574.0,1,Y,123,송파구,20,시내,Y
1230026600,1230039000,1230044300,서울종합운동장,종합운동장삼거리,탄천동로,575.0,1,Y,123,송파구,20,시내,Y
1230026700,1230045400,1230038700,올림픽공원남4문,방이사거리,백제고분로,748.0,2,Y,123,송파구,20,시내,Y
1230026900,1230008700,1230040500,잠일고교,잠실새내역,석촌호수로,521.0,1,Y,123,송파구,20,시내,Y
1230027100,1230008300,1230008200,방이초교,올림픽공원남2문,위례성대로,212.0,1,Y,123,송파구,20,시내,Y
1230027300,1230044100,1230001800,송파구청,잠실역,올림픽로,630.0,3,Y,123,송파구,20,시내,Y
1230027400,1230001800,1230044100,잠실역,송파구청,올림픽로,630.0,3,Y,123,송파구,20,시내,Y
1230027700,1230045600,1230041200,종합운동장JC,종합운동장,백제고분로,615.0,2,Y,123,송파구,20,시내,Y
1230027800,1230041200,1230045600,종합운동장,종합운동장JC,백제고분로,609.0,2,Y,123,송파구,20,시내,Y
1230028000,1230043200,1230044100,KT송파지사,송파구청,오금로,201.0,2,Y,123,송파구,20,시내,Y
1230028100,1230045400,1230008300,올림픽공원남4문,방이초교,위례성대로,482.0,1,Y,123,송파구,20,시내,Y
1230028200,1230008300,1230045400,방이초교,올림픽공원남4문,위례성대로,482.0,1,Y,123,송파구,20,시내,Y
1230028600,1230008700,1230045600,잠일고교,종합운동장JC,한가람로,605.0,1,Y,123,송파구,20,시내,Y
1230028700,1230051300,1230040800,둔촌사거리,올림픽공원,양재대로,1187.0,4,Y,123,송파구,20,시내,Y
1230028900,1230009000,1230008700,잠신고교,잠일고교,한가람로,557.0,1,Y,123,송파구,20,시내,Y
1230029000,1230008700,1230009000,잠일고교,잠신고교,한가람로,559.0,1,Y,123,송파구,20,시내,Y
1230029300,1230047900,1230045400,몽촌토성역,올림픽공원남4문,위례성대로,325.0,1,Y,123,송파구,20,시내,Y
1230029500,1230048500,1230044300,청담IC,종합운동장삼거리,탄천동로,289.0,1,Y,123,송파구,20,시내,Y
1230029700,1230009200,1230044100,잠실나루역,송파구청,오금로,383.0,1,Y,123,송파구,20,시내,Y
1230029800,1230044100,1230009200,송파구청,잠실나루역,오금로,383.0,1,Y,123,송파구,20,시내,Y
1230030000,1230044700,1230009200,잠실대교남단교차로,잠실나루역,올림픽로35길,672.0,3,Y,123,송파구,20,시내,Y
1230030100,1230049400,1230049500,잠실대교남단,올림픽대로-일반국도3호선램프(1,잠실대교 남단(올림픽대로→송파대로 진입램프),388.0,1,N,,,20,시내,Y
1230030500,1230049400,1230009000,잠실대교남단,잠신고교,한가람로,433.0,1,Y,123,송파구,20,시내,Y
1230030700,1230050100,1230047900,올림픽회관,몽촌토성역,올림픽로,319.0,1,Y,123,송파구,20,시내,Y
1230030800,1230047900,1230050100,몽촌토성역,올림픽회관,올림픽로,320.0,1,Y,123,송파구,20,시내,Y
1230030900,1230009300,1230009200,잠실파크리오아파트,잠실나루역,올림픽로35길,290.0,1,Y,123,송파구,20,시내,Y
1230031100,1230051300,1230047100,둔촌사거리,서하남IC입구,강동대로,1006.0,4,Y,123,송파구,20,시내,Y
1230031200,1230047100,1230051300,서하남IC입구,둔촌사거리,강동대로,1006.0,4,Y,123,송파구,20,시내,Y
1230031300,1230050100,1230009300,올림픽회관,잠실파크리오아파트,올림픽로35길,560.0,1,Y,123,송파구,20,시내,Y
1230031800,1230047100,1240008800,서하남IC입구,방아삼거리,동남로,765.0,1,Y,123,송파구,20,시내,Y
1230032100,1230052000,1230050100,올림픽파크텔앞,올림픽회관,올림픽로,270.0,1,Y,123,송파구,20,시내,Y
1230032300,1230049800,1230052100,잠실대교남단,잠실철교남단,송파대로60길,534.0,3,Y,123,송파구,20,시내,Y
1230032400,1230052600,1230051300,올림픽공원북2문,둔촌사거리,강동대로,526.0,4,Y,123,송파구,20,시내,Y
1230032500,1230051300,1230052600,둔촌사거리,올림픽공원북2문,강동대로,526.0,4,Y,123,송파구,20,시내,Y
1230033800,1230010400,1230052600,올림픽공원북1문,올림픽공원북2문,강동대로,531.0,3,Y,123,송파구,20,시내,Y
1230033900,1230052600,1230010400,올림픽공원북2문,올림픽공원북1문,강동대로,530.0,3,Y,123,송파구,20,시내,Y
1230034100,1230052600,1240002400,올림픽공원북2문,호원아트홀,성안로,345.0,2,Y,123,송파구,20,시내,Y
1230034200,1230010400,1230053100,올림픽공원북1문,올림픽대교남단교차로,강동대로,494.0,1,Y,123,송파구,20,시내,Y
1230034300,1230053100,1230010400,올림픽대교남단교차로,올림픽공원북1문,강동대로,494.0,1,Y,123,송파구,20,시내,Y
1230034600,1230053300,1230053100,송파세무서,올림픽대교남단교차로,강동대로,422.0,1,Y,123,송파구,20,시내,Y
1230034800,1230053200,1230010400,성내유수지체육공원,올림픽공원북1문,강동대로,189.0,1,Y,123,송파구,20,시내,Y
1230034900,1230010400,1230053200,올림픽공원북1문,성내유수지체육공원,강동대로,190.0,1,Y,123,송파구,20,시내,Y
1230035000,1230053600,1230053100,풍납사거리,올림픽대교남단교차로,올림픽로,294.0,1,Y,123,송파구,20,시내,Y
1230035100,1230053100,1230053600,올림픽대교남단교차로,풍납사거리,올림픽로,294.0,1,Y,123,송파구,20,시내,Y
1230035200,1230053600,1230053200,풍납사거리,성내유수지체육공원,강동대로,228.0,1,Y,123,송파구,20,시내,Y
1100047300,1100019000,1100017000,신창중교,월계주유소,우이천로,403.0,1,Y,110,노원구,20,시내,Y
1070016401,1070004800,1070026600,상월곡역,월곡중교,장월로,208.0,1,Y,107,성북구,20,시내,Y
1070020703,1070039100,1070037900,광운초교앞,꿈의숲아파트(2),장월로,365.0,3,Y,107,성북구,20,시내,Y
1070016402,1070026600,1070006200,월곡중교,장위초교,장월로,669.0,1,Y,107,성북구,20,시내,Y
1070020702,1070037900,1070037700,꿈의숲아파트(2),꿈의숲아파트(1),장월로,39.0,1,Y,107,성북구,20,시내,Y
1070019401,1070006200,1070036400,장위초교,장곡초교앞,장월로,279.0,1,Y,107,성북구,20,시내,Y
1230035400,1230002400,1230053300,올림픽대교남단,송파세무서,강동대로,498.0,1,Y,123,송파구,20,시내,Y
1230035500,1230058700,1230002400,풍납종합사회복지관,올림픽대교남단,강동대로,489.0,1,Y,123,송파구,20,시내,Y
1230035900,1230052100,1040011500,잠실철교남단,강변북로램프(3),잠실철교,1353.0,2,N,,,20,시내,Y
1230036000,1230055200,1230053600,강동구청역,풍납사거리,올림픽로,328.0,2,Y,123,송파구,20,시내,Y
1230036100,1230053600,1230055200,풍납사거리,강동구청역,올림픽로,330.0,2,Y,123,송파구,20,시내,Y
1230036400,1230055200,1240002700,강동구청역,강동구청,성내로,262.0,3,Y,123,송파구,20,시내,Y
1230036600,1240012200,1240013000,강동구청역,성내초교,천호옛길,271.0,2,Y,124,강동구,20,시내,Y
1230036700,1240013000,1240012200,성내초교,강동구청역,천호옛길,271.0,2,Y,124,강동구,20,시내,Y
1230036800,1230056100,1230055200,영파여중고교,강동구청역,올림픽로,273.0,1,Y,123,송파구,20,시내,Y
1230036900,1230055200,1230056100,강동구청역,영파여중고교,올림픽로,273.0,1,Y,123,송파구,20,시내,Y
1230037100,1230002400,1040015100,올림픽대교남단,올림픽대교북단,강동대로,1228.0,5,Y,123,송파구,20,시내,Y
1230037800,1230020600,1230017700,탄천교,광평교,탄천동로(일방통행),716.0,3,N,,,20,시내,Y
1240000100,1240014500,1240013600,둔촌고교,길동사거리,천호대로,636.0,2,Y,124,강동구,20,시내,Y
1240000200,1240013600,1240014500,길동사거리,둔촌고교,천호대로,646.0,2,Y,124,강동구,20,시내,Y
1240000300,1240014600,1240013600,강동성심병원,길동사거리,천호대로,407.0,2,Y,124,강동구,20,시내,Y
1240000600,1240014600,1240015900,강동성심병원,천호신사거리,천호대로,742.0,5,Y,124,강동구,20,시내,Y
1240000700,1240016300,1240014500,길동생태공원앞,둔촌고교,천호대로,704.0,3,Y,124,강동구,20,시내,Y
1240000800,1240014500,1240016300,둔촌고교,길동생태공원앞,천호대로,704.0,3,Y,124,강동구,20,시내,Y
1240001000,1240015900,1230057000,천호신사거리,천호사거리,천호대로,288.0,3,Y,124,강동구,20,시내,Y
1240001200,1240016300,2270003500,길동생태공원앞,초이동,천호대로,589.0,1,Y,124,강동구,20,시내,Y
1240001400,1230057000,1230058200,천호사거리,천호대교남단,천호대로,539.0,5,Y,123,송파구,20,시내,Y
1240001500,1040000800,1230058100,천호대교북단,천호대교남단,천호대로,1001.0,3,Y,104,광진구,20,시내,Y
1240001600,1230058200,1040000800,천호대교남단,천호대교북단,천호대로,1001.0,3,Y,123,송파구,20,시내,Y
1240001700,1240019800,1240018600,상일IC입구,상일초교,천호대로,386.0,2,Y,124,강동구,20,시내,Y
1240001900,1240001200,1240000700,암사역입구(올림픽대로),천호대교남단,올림픽대로,1277.0,3,Y,124,강동구,10,도시고속,Y
1240002000,1240000700,1240021000,천호대교남단,한강공원광나루지구,올림픽대로,1272.0,2,Y,124,강동구,10,도시고속,Y
1240002300,1240001000,1240001300,상일IC서측,상일IC북측,상일IC(천호대로→제1순환고속도로 구리방향 진입램프),1226.0,,N,,,20,시내,Y
1240002400,1240001300,1240001000,상일IC북측,상일IC서측,상일IC(제1순환고속도로→천호대로 강동방향 진출램프),589.0,,N,,,20,시내,Y
1240002500,1240001000,1240001100,상일IC서측,상일IC동측,천호대로,682.0,1,Y,124,강동구,20,시내,Y
1240002700,1240001100,2270004400,상일IC동측,상일IC동측,조정대로,21.0,1,N,124,강동구,20,시내,N
1240002800,2270004400,1240001100,상일IC동측,상일IC동측,조정대로,21.0,1,N,124,강동구,20,시내,N
1240003100,1240025100,1240001200,암사IC,암사역입구(올림픽대로),올림픽대로,342.0,1,Y,124,강동구,10,도시고속,Y
1240003400,1240024100,1240001500,암사역입구(올림픽대로),암사IC,올림픽대로,1393.0,1,Y,124,강동구,10,도시고속,Y
1240003500,1240001300,1240001600,상일IC북측,강일IC남측,제1순환고속도로,2059.0,1,N,,,10,도시고속,Y
1240003600,1240030100,1240001300,강일IC남측,상일IC북측,제1순환고속도로,2056.0,1,N,,,10,도시고속,Y
1240003800,1240030300,1240025100,강일IC서측(올림픽대로),암사IC,올림픽대로,3982.0,4,Y,124,강동구,10,도시고속,Y
1240003900,1240001700,1240030100,강일IC서측,강일IC남측,강일IC(올림픽대로 하남방향→제1순환고속도로 판교방향 진입램프),852.0,1,N,,,20,시내,Y
1240004000,1240001600,1240030900,강일IC남측,강일IC서측,강일IC(제1순환고속도로 구리방향→올림픽대로 김포방향 진입램프),1183.0,1,N,,,20,시내,Y
1240004100,1240001600,1240030400,강일IC남측,강일IC(구리방향합류),제1순환고속도로,468.0,1,N,,,10,도시고속,Y
1240004400,1240031100,1240031000,강일IC(구리방향진출),강일IC(구리방향합류),강일IC(올림픽대로 김포방향→제1순환고속도로 구리방향 진입램프),490.0,1,N,,,20,시내,Y
1240004500,1240031100,1240030100,강일IC(구리방향진출),강일IC남측,강일IC(올림픽대로 김포방향→제1순환고속도로 판교방향 진입램프),1271.0,1,N,,,20,시내,Y
1240004600,1240030500,1240001900,강일IC남측,강일IC동측,강일IC(제1순환고속도로 구리방향→올림픽대로 하남방향 진입램프),744.0,2,N,,,20,시내,Y
1240004900,1240031100,1240030300,강일IC동측(올림픽대로),강일IC서측(올림픽대로),올림픽대로,961.0,2,Y,124,강동구,10,도시고속,Y
1240005000,1240001700,1240001900,강일IC서측(올림픽대로),강일IC동측(올림픽대로),올림픽대로,964.0,3,Y,124,강동구,10,도시고속,Y
1240005201,1240031000,2210000900,강일IC(구리방향합류),토평IC 남측(강동대교북단),제1순환고속도로,1011.0,1,N,,,10,도시고속,Y
1240005300,2270004900,1240031100,올림픽대로 서울강동-경기하남,강일IC동측(올림픽대로),올림픽대로,579.0,2,Y,124,강동구,10,도시고속,Y
1240005400,1240001900,2270004900,강일IC동측(올림픽대로),올림픽대로 서울강동-경기하남,올림픽대로,578.0,1,Y,124,강동구,10,도시고속,Y
1240005600,1240008800,1240009700,방아삼거리,보훈병원,동남로,265.0,1,Y,124,강동구,20,시내,Y
1240005700,1240009900,1240008800,신성아파트,방아삼거리,진황도로,414.0,1,Y,124,강동구,20,시내,Y
1240005800,1240008800,1240009900,방아삼거리,신성아파트,진황도로,349.0,1,Y,124,강동구,20,시내,Y
1230013100,1230004800,1230023700,탄천1교동측,배명고교,삼학사로1길,1099.0,3,Y,123,송파구,20,시내,Y
1230013200,1230023700,1230004800,배명고교,탄천1교동측,삼학사로1길,1100.0,3,Y,123,송파구,20,시내,Y
1230013300,1230027100,1230024500,신가초교앞,가락시장사거리,양재대로,505.0,3,Y,123,송파구,20,시내,Y
1070020701,1070037700,1070036900,꿈의숲아파트(1),장곡초교,장월로,123.0,1,Y,107,성북구,20,시내,Y
1070019302,1070036900,1070036400,장곡초교,장곡초교앞,장월로,110.0,1,Y,107,성북구,20,시내,Y
1070019402,1070036400,1070036900,장곡초교앞,장곡초교,장월로,108.0,1,Y,107,성북구,20,시내,Y
1070019301,1070036400,1070006200,장곡초교앞,장위초교,장월로,289.0,1,Y,107,성북구,20,시내,Y
1070020801,1070036900,1070037700,장곡초교,꿈의숲아파트(1),장월로,123.0,1,Y,107,성북구,20,시내,Y
1070016302,1070006200,1070026600,장위초교,월곡중교,장월로,666.0,1,Y,107,성북구,20,시내,Y
1070020802,1070037700,1070037900,꿈의숲아파트(1),꿈의숲아파트(2),장월로,39.0,1,Y,107,성북구,20,시내,Y
1070016301,1070026600,1070004800,월곡중교,상월곡역,장월로,213.0,1,Y,107,성북구,20,시내,Y
1230013400,1230024500,1230027100,가락시장사거리,신가초교앞,양재대로,505.0,3,Y,123,송파구,20,시내,Y
1230013500,1230020600,1230028700,탄천교,잠실유수지,탄천동로,2197.0,2,Y,123,송파구,20,시내,Y
1230013700,1230004700,1230024900,송파소방서,마천사거리,마천로,507.0,3,Y,123,송파구,20,시내,Y
1230013800,1230024900,1230004700,마천사거리,송파소방서,마천로,507.0,3,Y,123,송파구,20,시내,Y
1230013900,1230004900,1230024900,성내천공원,마천사거리,거마로,419.0,2,Y,123,송파구,20,시내,Y
1230014000,1230024900,1230004900,마천사거리,성내천공원,거마로,418.0,2,Y,123,송파구,20,시내,Y
1230014100,1230028900,1230004200,송파사거리,배명고교,가락로,1288.0,2,Y,123,송파구,20,시내,Y
1230014300,1230029000,1230025600,송파경찰서,개롱역,오금로,663.0,2,Y,123,송파구,20,시내,Y
1230014500,1230029200,1230023700,배명사거리,배명고교,삼학사로,575.0,2,Y,123,송파구,20,시내,Y
1230014600,1230023700,1230029200,배명고교,배명사거리,삼학사로,582.0,2,Y,123,송파구,20,시내,Y
1230014700,1230030200,1230025600,오금동사거리,개롱역,동남로,680.0,4,Y,123,송파구,20,시내,Y
1230014900,1230029000,1230026200,송파경찰서,가락2동주민센터,중대로,350.0,1,Y,123,송파구,20,시내,Y
1230015000,1230026200,1230029000,가락2동주민센터,송파경찰서,중대로,347.0,1,Y,123,송파구,20,시내,Y
1230015100,1230005300,1230027100,가락중고교,신가초교앞,송이로,269.0,1,Y,123,송파구,20,시내,Y
1230015200,1230027100,1230005300,신가초교앞,가락중고교,송이로,269.0,1,Y,123,송파구,20,시내,Y
1230015400,1230004800,1230005000,탄천1교동측,잠실유수지,삼전로1길,270.0,2,Y,123,송파구,20,시내,Y
1230015500,1230005100,1230004700,누에머리공원,송파소방서,문정로,113.0,2,N,123,송파구,20,시내,N
1230015600,1230004700,1230005100,송파소방서,누에머리공원,문정로,115.0,2,N,123,송파구,20,시내,N
1230015700,1230030200,1230004700,오금동사거리,송파소방서,마천로,445.0,1,Y,123,송파구,20,시내,Y
1230015800,1230004700,1230030200,송파소방서,오금동사거리,마천로,448.0,1,Y,123,송파구,20,시내,Y
1230016000,1230027100,1230030400,신가초교앞,오금사거리,양재대로,677.0,2,Y,123,송파구,20,시내,Y
1230016100,1230031600,1230029100,삼전사거리,탄천1교동측,삼전로,259.0,1,Y,123,송파구,20,시내,Y
1230016200,1230029100,1230031600,탄천1교동측,삼전사거리,삼전로,258.0,1,Y,123,송파구,20,시내,Y
1230016300,1230005800,1230028900,송파한양아파트,송파사거리,가락로,478.0,2,Y,123,송파구,20,시내,Y
1230016400,1230028900,1230005800,송파사거리,송파한양아파트,가락로,484.0,2,Y,123,송파구,20,시내,Y
1230016500,1230031600,1230029200,삼전사거리,배명사거리,백제고분로,826.0,3,Y,123,송파구,20,시내,Y
1230016800,1230028700,1230039000,잠실유수지,서울종합운동장,탄천동로,1523.0,3,Y,123,송파구,20,시내,Y
1230016900,1230031000,1230029000,오금사거리,송파경찰서,오금로,505.0,2,Y,123,송파구,20,시내,Y
1230017100,1230001500,1230029200,석촌역,배명사거리,백제고분로,959.0,3,Y,123,송파구,20,시내,Y
1230017200,1230029200,1230001500,배명사거리,석촌역,백제고분로,965.0,3,Y,123,송파구,20,시내,Y
1230017300,1230005800,1230005300,송파한양아파트,가락중고교,송이로,328.0,1,Y,123,송파구,20,시내,Y
1230017600,1230005000,1230031500,잠실유수지,탄천2교,도곡로62길,640.0,1,Y,123,송파구,20,시내,Y
1230017900,1230033200,1230029000,오금공원,송파경찰서,중대로,526.0,1,Y,123,송파구,20,시내,Y
1230018100,1230034300,1230029200,석촌호(서호),배명사거리,삼학사로,455.0,1,Y,123,송파구,20,시내,Y
1230018200,1230029200,1230034300,배명사거리,석촌호(서호),삼학사로,455.0,1,Y,123,송파구,20,시내,Y
1230018400,1230030200,1230033200,오금동사거리,오금공원,마천로,633.0,4,Y,123,송파구,20,시내,Y
1230018600,1230030200,1230034700,오금동사거리,오륜사거리,동남로,411.0,3,Y,123,송파구,20,시내,Y
1230018800,1230031200,1230033500,오금사거리,미성아파트앞,오금로,265.0,2,Y,123,송파구,20,시내,Y
1230018900,1230034500,1230031600,아시아선수촌아파트,삼전사거리,백제고분로,800.0,3,Y,123,송파구,20,시내,Y
1230019000,1230031600,1230034500,삼전사거리,아시아선수촌아파트,백제고분로,800.0,3,Y,123,송파구,20,시내,Y
1230019400,1230031600,1230035800,삼전사거리,잠실학원사거리,삼전로,430.0,1,Y,123,송파구,20,시내,Y
1230019600,1230005800,1230036000,송파한양아파트,백제고분군,가락로,417.0,1,Y,123,송파구,20,시내,Y
1230019700,1230036600,1230030700,방이역,오금사거리,양재대로,470.0,2,Y,123,송파구,20,시내,Y
1230019800,1230030400,1230036600,오금사거리,방이역,양재대로,470.0,2,Y,123,송파구,20,시내,Y
1230020000,1230033500,1230036000,미성아파트앞,백제고분군,오금로,433.0,2,Y,123,송파구,20,시내,Y
1230020200,1230034300,1230035800,석촌호(서호),잠실학원사거리,석촌호수로,587.0,2,Y,123,송파구,20,시내,Y
1230020400,1230034300,1230036700,석촌호(서호),석촌호수,석촌호수로,670.0,1,Y,123,송파구,20,시내,Y
1230020500,1230036600,1230033200,방이역,오금공원,마천로,600.0,2,Y,123,송파구,20,시내,Y
1230020700,1230038700,1230001500,방이사거리,석촌역,백제고분로,727.0,3,Y,123,송파구,20,시내,Y
1230020800,1230001500,1230038700,석촌역,방이사거리,백제고분로,732.0,3,Y,123,송파구,20,시내,Y
1230021300,1230006900,1230034700,올림픽선수기자촌아파트,오륜사거리,위례성대로,559.0,3,Y,123,송파구,20,시내,Y
1230021400,1230034700,1230006900,오륜사거리,올림픽선수기자촌아파트,위례성대로,559.0,1,Y,123,송파구,20,시내,Y
1230021500,1230007100,1230034300,서울놀이마당앞,석촌호(서호),삼학사로,382.0,1,Y,123,송파구,20,시내,Y
1230021700,1230040500,1230035800,잠실새내역,잠실학원사거리,석촌호수로,723.0,2,Y,123,송파구,20,시내,Y
1230021800,1230035800,1230040500,잠실학원사거리,잠실새내역,석촌호수로,709.0,2,Y,123,송파구,20,시내,Y
1230022100,1230038700,1230036000,방이사거리,백제고분군,오금로,486.0,1,Y,123,송파구,20,시내,Y
1230022200,1230036000,1230038700,백제고분군,방이사거리,오금로,486.0,1,Y,123,송파구,20,시내,Y
1230022500,1230041200,1230034500,종합운동장,아시아선수촌아파트,백제고분로,577.0,3,Y,123,송파구,20,시내,Y
1230023100,1230038600,1230007100,잠실3삼거리,서울놀이마당앞,잠실로,391.0,2,Y,123,송파구,20,시내,Y
1110005700,1110009900,1110006600,서울시립은평병원,충암고교,백련산로,797.0,3,Y,111,은평구,20,시내,Y
1190008000,1200016700,1190003300,관악구-동작구경계(1),사당5동주민센터,솔밭로,629.0,1,Y,119,동작구,20,시내,Y
1190008100,1190003300,1200016700,사당5동주민센터,관악구-동작구경계(1),솔밭로,627.0,1,Y,119,동작구,20,시내,Y
1200004500,1200016700,1200001000,관악구-동작구경계(1),낙성대역,솔밭로,350.0,1,Y,120,관악구,20,시내,Y
1190009700,1190003300,1190000400,사당5동주민센터,남성역,솔밭로,154.0,1,Y,119,동작구,20,시내,Y
1050017800,1050004500,1050029600,휘경빗물펌프장,중랑교(중랑로터리),외대역동로,260.0,2,Y,105,동대문구,20,시내,Y
1230023200,1230007100,1230038600,서울놀이마당앞,잠실3삼거리,잠실로,391.0,2,Y,123,송파구,20,시내,Y
1070010400,1070002900,1070021300,서울사대부고앞,종암사거리,종암로,1205.0,7,Y,107,성북구,20,시내,Y
1070010500,1070019000,1070003300,북악골프연습장,성북구민회관입구,북악산로,1310.0,3,Y,107,성북구,20,시내,Y
1070010700,1070017600,1070003300,아리랑고개,성북구민회관입구,북악산로,1372.0,2,Y,107,성북구,20,시내,Y
1070010800,1070003300,1070017600,성북구민회관입구,아리랑고개,북악산로,1357.0,2,Y,107,성북구,20,시내,Y
1070010900,1070017600,1070014600,아리랑고개,미아리고개예술극장,북악산로,777.0,4,Y,107,성북구,20,시내,Y
1070011000,1070014600,1070017600,미아리고개예술극장,아리랑고개,북악산로,765.0,4,Y,107,성북구,20,시내,Y
1070011100,1070003900,1070014600,길음교,미아리고개예술극장,동소문로,396.0,2,Y,107,성북구,20,시내,Y
1070011700,1070018700,1070016900,종암SK아파트,월곡역입구,화랑로,237.0,1,Y,107,성북구,20,시내,Y
1070011800,1070016900,1070019500,월곡역입구,월곡역,화랑로,202.0,3,Y,107,성북구,20,시내,Y
1070012100,1070004300,1070017600,아리랑고개입구,아리랑고개,아리랑로,332.0,2,Y,107,성북구,20,시내,Y
1070012200,1070017600,1070004300,아리랑고개,아리랑고개입구,아리랑로,339.0,2,Y,107,성북구,20,시내,Y
1070012300,1070004300,1070041400,아리랑고개입구,길음교,정릉로,824.0,5,Y,107,성북구,20,시내,Y
1070012500,1070004100,1070004400,성북구보건소,생명의전화,오패산로,213.0,1,Y,107,성북구,20,시내,Y
1070012600,1070004400,1070004100,생명의전화,성북구보건소,오패산로,179.0,1,Y,107,성북구,20,시내,Y
1070012700,1070023100,1070003900,길음역,길음교,동소문로,409.0,4,Y,107,성북구,20,시내,Y
1070012800,1070018300,1070023100,길음교,길음역,동소문로,402.0,2,Y,107,성북구,20,시내,Y
1070012900,1070023100,1070021200,길음역,돈암1동주민센터,삼양로,123.0,1,Y,107,성북구,20,시내,Y
1070013000,1070021200,1070023100,돈암1동주민센터,길음역,삼양로,123.0,1,Y,107,성북구,20,시내,Y
1070013200,1070004300,1070023600,아리랑고개입구,정릉입구,정릉로,174.0,1,Y,107,성북구,20,시내,Y
1070013300,1070024900,1070023600,봉국사,정릉입구,정릉로,441.0,3,Y,107,성북구,20,시내,Y
1070013400,1070023600,1070025600,정릉입구,봉국사,정릉로,439.0,3,Y,107,성북구,20,시내,Y
1070013700,1070028900,1070021300,미아사거리,종암사거리,종암로,659.0,6,Y,107,성북구,20,시내,Y
1070013800,1070021300,1070028900,종암사거리,미아사거리,종암로,659.0,6,Y,107,성북구,20,시내,Y
1070014000,1070023100,1070028900,길음역,미아사거리,동소문로,711.0,5,Y,107,성북구,20,시내,Y
1070014700,1070026400,1070024900,정릉3동주민센터앞,봉국사,정릉로,359.0,1,Y,107,성북구,20,시내,Y
1070014900,1070032700,1070004400,방천시장입구,생명의전화,오패산로,903.0,5,Y,107,성북구,20,시내,Y
1070015100,1070026400,1070005300,정릉3동주민센터앞,고려대보건과학대학,정릉로,203.0,1,Y,107,성북구,20,시내,Y
1070015200,1070005300,1070026400,고려대보건과학대학,정릉3동주민센터앞,정릉로,207.0,1,Y,107,성북구,20,시내,Y
